Stance	Clean_tweet
AGAINST	He who exalts himself shall      be humbled; and he who humbles himself shall be exalted.Matt 23:12.     SemST
AGAINST	RT prayerbullets: I remove Nehushtan -previous moves of God that have become idols, from the high places -2 Kings 18:4 SemST
AGAINST	Brainman365 heidtjj BenjaminLives I have sought the truth of my soul and found it strong enough to stand on its own merits. SemST
AGAINST	God is utterly powerless without Human intervention... SemST
AGAINST	David_Cameron   Miracles of Multiculturalism   Miracles of shady 786  Taqiya Tawriya Jaziya Kafirs Dhimmi Jihad Allah SemST
AGAINST	This world needs a tight group hug. Tight enough to relieve them from all this anger and hate. MakePeaceWithEachOther SemST
AGAINST	Morality is not derived from religion, it precedes it. -Christopher 'The Hitch' Hitchens freethinkers SemST
AGAINST	A Godly husband  - knows you - trusts you - loves you - respects you - honors you - supports you - wants you - appreciates you God SemST
AGAINST	SecularDutchess I'll be your huckleberry DeanModified SemST
AGAINST	BIBLE = Big Irrelevant Book of Lies and Exaggerations ~ Judaism God TeamJesus Islam ~ Truth & Freedom = SemST
AGAINST	If only dreams were real, now it's gone. SingleBecause getonyourfeet SemST
AGAINST	Happy Independence Day to America and her beautiful constitution IndependenceDay USA SemST
AGAINST	Let my house be built by wisdom and become strong through good sense -Prov. 24:3 SemST
AGAINST	These days, the cool kids are atheists.  freethinker SemST
AGAINST	Next time you hear someone say that our Founding Fathers intended a "Christian Nation," show 'em those quotes. SemST
AGAINST	ILoveIslamBecause and v should love Islam because its a Deen instead of just a SemST
AGAINST	Be a sinner and sin strongly, but more strongly have faith and rejoice in Christ. ~ Martin Luther SemST
AGAINST	God > My fears God > My insecurities God > My worry God > My everything SemST
AGAINST	Mary, Queen of martyrs, pray for us. Catholic SemST
AGAINST	America, like all of us, has both beauty and brutality coursing through its blood. 4thofjuly spirituality SemST
AGAINST	Every life is a profession of faith, and exercises an inevitable and silent influence. ~Henri Frederic Amiel SemST
AGAINST	I am Baloch and I will not allow Talibanization in Balochistan ... Taliban Extremism SemST
AGAINST	He became a slave to the cross that men could go free! SemST
AGAINST	Exo.20.13-15 - ...Do not commit murder...DO NOT COMMIT ADULTERY...Do not steal. SemST
AGAINST	Phew! Am glad we came to our senses and worship a 2,000 year old carpenter. - Bart Simpson jokes SemST
AGAINST	Exo.28.12 - ...So that I, the Lord, will always remember... SemST
AGAINST	JaganNathAzad, a Hindu, was asked by founder of Pakistan to write the first National Anthem. SemST
AGAINST	Father, grant us grace to remain holy and a vessel of honour in ur house. OpenHeaven NatiVarietySunday SundayMorningShow SemST
AGAINST	Who cares if this person or that person is xtian or atheist. Polpott, hitler or mao.   God still does not exist.   SemST
AGAINST	I still remember the days when I prayed God for strength.. then suddenly God gave me difficulties to make me strong. Thank you God! SemST
AGAINST	You'll never know how much God can do in your life until you ask.  lifechangingJourneywithJesus SemST
AGAINST	Jesus response to a religious environment  was to create a royal environment.  It drove people nuts. Still does - thank God SemST
AGAINST	Sanctify them through Thy Truth: Thy Word is Truth   John 17:17 KJV  SemST
AGAINST	Psalm 86:17 Is. 7:14 God will give you a sign. "Father, within the next 3 days, show me a sign; a token. SemST
AGAINST	The Best conspiracy of the world is Religion. science davincisdemons SemST
AGAINST	American conservatism has everything to do with religion with all the good stuff taking out of it. SemST
AGAINST	The humanist church is the new cloth. kissTheRing tcot SemST
AGAINST	You stay the same through the ages, Your love never changes...Your love never fails. SemST
AGAINST	Just know that you're not an accident and that you're here by HIS divine providence.  tcot pjnet ccot christian SemST
AGAINST	I am addicted to your light.  Everywhere I look you are there. I can feel your Halo, I pray you won't fade away.   SemST
AGAINST	FAITH sees beyond the difficulties and counts on God.  -Colon Smith SemST
AGAINST	Watch Dame_Lillard bring the Blazers to the playoff Beast SemST
AGAINST	The Irish national school system is secular under law. We can reaffirm secularism by going through the courts! HumanismIreland SemST
AGAINST	We often talk of unbelief as if it were an affliction to be pitied instead of a crime to be condemned. - Charles Spurgeon GOD SemST
AGAINST	dsurman  Jesus is favor of all, that they would believe He died for them. Why try to wage a conflict you will lose? God SemST
AGAINST	Currently doing a piece on logical fallacies for my blog weebly philosophy logicism blog humanist SemST
AGAINST	Proud to be TeamJinnah :) No Bhutto, no Imran's , only Jinnah's Pakistan :) Inclusive SemST
AGAINST	Great baptism service at woodgreen very moving stories of people's faith in rich_lacey SemST
AGAINST	Religious holidays should not be public. RightsAndRecourse Transformation SemST
AGAINST	I officiate humanist & most nonreligious weddings-starting at $99. Ask me about student discounts! 216 celebrant weddings SemST
AGAINST	RT br_holden: Religions are perfectly happy to peddle an afterlife that doesn't actually exist.  freethinker SemST
AGAINST	RT br_holden: Superstition-based thoughts tend to be wasted thoughts.  freethinker SemST
AGAINST	RT br_holden: Just say no to superstitious thought in general and religions in particular.  freethinker SemST
AGAINST	RT br_holden: Atheists have every right to exist in the public sphere.   freethinker SemST
AGAINST	RT GMHumanistChoir: We're currently looking for new members to join our choir, all welcome, no auditions. 87RT choir Manchest... SemST
AGAINST	Rowdman53 Atheist are offended with Christian Symbols  + Only when when forced where they don't belong. SemST
AGAINST	Pushing beyond the absurd The light in darkened minds Railing against ancient words Seeking, honest, open it is truth we find. SemST
AGAINST	Your word has given me life -Ps. 119:49-50 SemST
AGAINST	God gives us the right to do what we want; as long as we understand the outcomes of our actions. spiritual SemST
AGAINST	The deeper I go with in- The deeper~> the silence- the peace- the healing- the clarity- the vision- the belief- The deeper my  SemST
AGAINST	RT faithsns716: Psalm103:3-Who forgives all your iniquities; who heals all your diseases SemST
AGAINST	James 1:14 (KJV) But every man is TEMPTED, when he is drawn away of his own LUST, and enticed.  God Lord Christ Holy Spirit SemST
AGAINST	We are human. It is human nature to eat and drink ourselves destitute, fuck each other raw, and kill each other. SemST
AGAINST	RT ACatholicPrayer: Holy Trinity, one God, Have mercy on us. Catholic SemST
AGAINST	LadyLydiaD When you become a Father you realize that you are not the most important person in the room anymore.... Your child is. SemST
AGAINST	Is near where we will be told not 2 preach in The Name Acts 4:12 There is salvation in no 1 else...NLT DCM2015 but SemST
AGAINST	What really builds a relationship is when we relate to what we don't understand about God.  Emunah SemST
AGAINST	I am human. I look forward to the extinction of humanity with eager anticipation. We deserve nothing less. SemST
AGAINST	Moral relativism does not feed into democracy but rather it feeds into chaos Catholic Christian liberal progressive secularist SemST
AGAINST	By faith we receive what Christ did for us and we repent to show that we have received what He did. repentance atonement SemST
AGAINST	Let Your fear come upon every soul in my city -Acts 2:43 SemST
FAVOR	Absolutely fucking sick & tired of the religious and their "We're persecuted" bollocks! So fucking what? Pissoff! SemST
NONE	In other related news. Boko Haram has killed over 200 people in the last 48hrs. SemST
AGAINST	Join me on Periscope M-F  8am! Entrepreneurship Productivity ChristianEntrepreneurs SemST
AGAINST	Praise and thank God for everything in your life today. grateful SemST
AGAINST	If Jesus is present, it is impossible for your situation/environment to remain a desolate place! Joy Victory NewThings SonTalk SemST
AGAINST	Heaven and earth will pass away, but My words will not pass away. Matthew 24:35 Tworship SemST
AGAINST	KCA VoteJKT48ID premierdigi: Are Facebook and Twitter good places to defend your faith? How do you communicate?   christianity d... SemST
AGAINST	CrownFmradio899 however impossible it may sound, I really would have loved to be like the lord HaveYourSay SemST
FAVOR	Imagine a species that had split the atom and ventured into space yet most still believe a magic man created everything with magic SemST
AGAINST	Job said "The thing I greatly feared has come upon me and that which I was afraid of has happened to me" Job 3:25  fear opens doors  SemST
AGAINST	Jesus, you are my helper. Help me to rest and trust in you and your finished work at the Cross. Amen. SemST
AGAINST	The Lord is pleased w/every effort,even tiny,daily ones in which we strive to be more like Him.~Ezra Taft Benson  lds inspiration SemST
FAVOR	I don't believe in the hereafter.  I believe in the here and now. SemST
AGAINST	If you want to live as a healer, you must be willing to change places with those who are hurting. God SemST
AGAINST	Heb 10:12  this man, after he had offered one sacrifice for sins for ever, sat down on the right hand of God; bible SemST
NONE	Sometimes it's the broken heart that finds the truest path to love. SemST
